Input Data,Action,Model Task,Model,Framework/Library,Github stars,Normalized Github stars,Citations,Normalized Citations,Open Source/Proprietary,License,Model Size(MB),Model Size Normalized(MB),Memory Requirement(training),Memory Requirement Numeric,Memory Requirement Normalized,Hardware Accelerators,Hardware Accelerators Normalized,Minimum Hardware Accelerators,Detailed Documentation,Institution,Institution Encoded,URL,Paper link,Detailed Documentation Encoded,Overall_Score,Performance_Score,Popularity_Score,Licensing_Score,Hardware_Score,Documentation_Score,Institution_Score
Tabular data,predict future values based on historical patterns.,Time Series Forecasting,pytorch_geometric_temporal,PyTorch,1.6,0.021680216802168,150.0,0.0014928343949044,Open source,MIT license,13.758,0.0131529636711281,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Benedekrozemberczki,0.0,https://github.com/benedekrozemberczki/pytorch_geometric_temporal.git,https://proceedings.neurips.cc/paper/2020/hash/ce1aad92b939420fc17005e5461e6f48-Abstract.html,1,0.4459981082171833,0.893423518164436,0.0136052638392625,0.5,0.335,0.5,0.0
Tabular data,provide answers to questions based on the input data.,Table Question Answering ,tapas-base-finetuned-wtq,,,,0.0,,,Unknown,,,,,,,,,,google,,https://huggingface.co/google/tapas-base-finetuned-wtq,Unknown,0,,,,0.5,,0.5,
Tabular data,provide answers to questions based on the input data.,Table Question Answering ,tapas-large-finetuned-wtq,,,,0.0,,,Unknown,,,,,,,,,,google,,https://huggingface.co/google/tapas-large-finetuned-wtq,Unknown,0,,,,0.5,,0.5,
Tabular data,provide answers to questions based on the input data.,Table Question Answering ,tapex-large-finetuned-wtq,,,,0.0,,,Unknown,,,,,,,,,,microsoft,,https://huggingface.co/microsoft/tapex-large-finetuned-wtq,Unknown,0,,,,0.5,,0.5,
Tabular data,predict/recommend future values based on historical patterns.,Recommender systems,Efficient Estimation of Word Representations in Vector Space,Tensorflow,0.0,0.0,0.0,0.0,Open source,N.a,N.a,,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,Yes,N.a,0.0,N.a,N.a,1,,,0.0,0.5,0.335,0.5,0.0
Text,perform sentence classification based on papers,Sentence Classification ,Convolutional Neural Networks for Sentence Classification,PyTorch,0.054,0.0007317073170731,490.0,0.0048765923566878,Open source,GPL-3.0,127,0.121414913957935,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,Yes,N.a,0.0,https://github.com/davidsbatista/ConvNets-for-Sentence-Classification/tree/master,https://aclanthology.org/D14-1181.pdf,1,0.4475156951728935,0.9059592096876992,0.0023896613329189,0.5,0.335,0.5,0.0
Tabular data,predict future values based on historical patterns.,Forecast (time series forcast),DeepCTR,Tensorflow,7.4,0.1002710027100271,42.0,0.0004179936305732,,Apache-2.0 license,7.462,0.007133843212237,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,N.a,0.0,https://github.com/shenweichen/DeepCTR.git,https://arxiv.org/abs/1804.04950,1,0.4562458833338136,0.8964330783938815,0.0603297990782455,0.5,0.335,0.5,0.0
Tabular data,,Tabular Classification,TabNet,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/dreamquark-ai/tabnet,Unknown,0,,,,0.5,,0.5,
Tabular data,,Tabular Classification,XGBoost,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/dmlc/xgboost,Unknown,0,,,,0.5,,0.5,
Tabular data,,Tabular Classification,CatBoost,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/catboost/catboost,Unknown,0,,,,0.5,,0.5,
Tabular data,,Tabular Regression,XGBoost,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/dmlc/xgboost,Unknown,0,,,,0.5,,0.5,
Tabular data,,Tabular Regression,LightGBM,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/microsoft/LightGBM,Unknown,0,,,,0.5,,0.5,
Tabular data,,Tabular Regression,TabNet,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/dreamquark-ai/tabnet,Unknown,0,,,,0.5,,0.5,
Tabular data,,Tabular to Text,facebook/bart-large-cnn,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/facebook/bart-large-cnn,Unknown,0,,,,0.5,,0.5,
Tabular data,,Tabular to Text,google-t5/t5-base,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google-t5/t5-base,Unknown,0,,,,0.5,,0.5,
Tabular data,,Table to Text,Narrativaai/bloom-560m-finetuned-totto-table-to-text,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Narrativaai/bloom-560m-finetuned-totto-table-to-text,Unknown,0,,,,0.5,,0.5,
Tabular data,,Table to Text,Yale-LILY/reastap-large-finetuned-logicnlg,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Yale-LILY/reastap-large-finetuned-logicnlg,Unknown,0,,,,0.5,,0.5,
Tabular data,,Tabular to Text,Multimodal Toolkit,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/georgian-io/Multimodal-Toolkit,Unknown,0,,,,0.5,,0.5,
Tabular data,,Reinforcement Learning,ValueFX9507/Tifa-DeepsexV2-7b-MGRPO-GGUF-Q8,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/ValueFX9507/Tifa-DeepsexV2-7b-MGRPO-GGUF-Q8,Unknown,0,,,,0.5,,0.5,
Tabular data,,Reinforcement Learning,Open-Reasoner-Zero/Open-Reasoner-Zero-Critic-32B,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Open-Reasoner-Zero/Open-Reasoner-Zero-Critic-32B,Unknown,0,,,,0.5,,0.5,
Tabular data,,Reinforcement Learning,ThomasSimonini/ppo-AntBulletEnv-v0,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/ThomasSimonini/ppo-AntBulletEnv-v0,Unknown,0,,,,0.5,,0.5,
Tabular data,,Robotics,lerobot/pi0,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/lerobot/pi0,Unknown,0,,,,0.5,,0.5,
Tabular data,,Robotics,nvidia/GR00T-N1-2B,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/nvidia/GR00T-N1-2B,Unknown,0,,,,0.5,,0.5,
Tabular data,,Robotics,physical-intelligence/fast,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/physical-intelligence/fast,Unknown,0,,,,0.5,,0.5,
Tabular data,,Graph Machine Learning,ecmwf/aifs-single-1.0,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/ecmwf/aifs-single-1.0,Unknown,0,,,,0.5,,0.5,
Tabular data,,Graph Machine Learning,ibm-research/materials.pos-egnn,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/ibm-research/materials.pos-egnn,Unknown,0,,,,0.5,,0.5,
Tabular data,,Graph Machine Learning,clefourrier/graphormer-base-pcqm4mv2,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/clefourrier/graphormer-base-pcqm4mv2,Unknown,0,,,,0.5,,0.5,
Tabular data,,Token Classification,bztest/xlm-roberta-base-finetuned-panx-de,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/bztest/xlm-roberta-base-finetuned-panx-de,Unknown,0,,,,0.5,,0.5,
Tabular data,,Token Classification,FacebookAI/xlm-roberta-large-finetuned-conll03-english,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/FacebookAI/xlm-roberta-large-finetuned-conll03-english,Unknown,0,,,,0.5,,0.5,
Tabular data,,Token Classification,dslim/bert-base-NER,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/dslim/bert-base-NER,Unknown,0,,,,0.5,,0.5,
Tabular data,,Zero-shot classification,facebook/bart-large-mnli,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/facebook/bart-large-mnli,Unknown,0,,,,0.5,,0.5,
Tabular data,,Zero-shot classification,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/MoritzLaurer/mDeBERTa-v3-base-mnli-xnli ,Unknown,0,,,,0.5,,0.5,
Tabular data,,Zero-shot classification,joeddav/bart-large-mnli-yahoo-answers,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/joeddav/bart-large-mnli-yahoo-answers,Unknown,0,,,,0.5,,0.5,
